homologID	entrezHuman	symbHuman	entrezMouse	symbMouse
12400	45644	51014	TMED7	66676	Tmed7
12401	45648	201305	SPNS3	77577	Spns3
12402	45649	284013	VMO1	327956	Vmo1
12403	45651	284613	CYB561D1	72023	Cyb561d1
12404	45654	11177	BAZ1A	217578	Baz1a
12405	45655	407738	FAM19A1	320265	Fam19a1
12406	45659	161357	MDGA2	320772	Mdga2
12407	45664	404217	CTXN1	330695	Ctxn1
12408	45667	729967	MORN2	378462	Morn2
12409	45668	163786	SASS6	72776	Sass6
12410	45669	203245	NAIF1	71254	Naif1
12411	45672	90639	COX19	68033	Cox19
12412	45673	150383	CDPF1	72355	Cdpf1
12413	45675	344901	OSTN	239790	Ostn
12414	45681	94030	LRRC4B	272381	Lrrc4b
12415	45683	23511	NUP188	227699	Nup188
12416	45686	139628	FOXR2	436240	Foxr2
12417	45688	283298	OLFML1	244198	Olfml1
12418	45689	284325	C19orf54	414069	BC024978
12419	45693	339559	ZFP69	381549	Zfp69
12420	45695	374470	C12orf42	76640	1700113H08Rik
12421	45699	440730	TRIM67	330863	Trim67
12422	45706	100287171	WASH1	68767	Wash
12423	45707	158062	LCN6	620709	Lcn6
12424	45708	22873	DZIP1	66573	Dzip1
12425	45709	9662	CEP135	381644	Cep135
12426	45715	201176	ARHGAP27	544817	Arhgap27
12427	45717	374768	SPEM1	74288	Spem1
12428	45718	56980	PRDM10	382066	Prdm10
12429	45719	196483	FAM86A	70511	Fam86
12430	45728	399671	HEATR4	101055670	LOC101055670
12431	45730	221091	LRRN4CL	68852	Lrrn4cl
12432	45748	389400	GFRAL	404194	Gfral
12433	45749	153768	PRELID2	77619	Prelid2
12434	45782	6650	CAPN15	50817	Capn15
12435	45783	387496	RASL11A	68895	Rasl11a
12436	45786	254827	NAALADL2	635702	Naaladl2
12437	45787	50636	ANO7	404545	Ano7
12438	45807	345222	MSANTD1	403174	Msantd1
12439	45809	26033	ATRNL1	226255	Atrnl1
12440	45810	163933	FAM43B	625638	Fam43b
12441	45811	196394	AMN1	232566	Amn1
12442	45812	339896	GADL1	73748	Gadl1
12443	45813	389799	C9orf171	329375	1700101E01Rik
12444	45823	390445	OR5AU1	258420	Olfr221
12445	45825	83856	FSD1L	319636	Fsd1l
12446	45831	388389	CCDC103	73293	Ccdc103
12447	45837	57648	KIAA1522	97130	C77080
12448	45841	23247	KIAA0556	233865	D430042O09Rik
12449	45842	57542	KLHL42	232539	Klhl42
12450	45843	9758	FRMPD4	333605	Frmpd4
12451	45845	9881	TRANK1	320429	Trank1
12452	45848	114786	XKR4	497097	Xkr4
12453	45851	123720	WHAMM	434204	Whamm
12454	45856	119687	OR51A7	258248	Olfr576
12455	45860	124274	GPR139	209776	Gpr139
12456	45867	139189	DGKK	331374	Dgkk
12457	45872	84159	ARID5B	71371	Arid5b
12458	45879	153770	PLAC8L1	69401	Plac8l1
12459	45882	162073	ITPRIPL2	319622	Itpripl2
12460	45884	7569	ZNF182	319535	Zfp182
12461	45916	196541	METTL21C	433294	Mettl21c
12462	45933	116729	PPP1R27	68701	Ppp1r27
12463	45935	9692	KIAA0391	66132	1110008L16Rik
12464	45939	341880	SLC35F4	75288	Slc35f4
12465	45941	9875	URB1	207932	Urb1
12466	45943	80178	C16orf59	72016	1600002H07Rik
12467	45949	128387	TATDN3	68972	Tatdn3
12468	45950	157869	SBSPON	226866	Sbspon
12469	45952	55619	DOCK10	210293	Dock10
12470	45953	220213	OTUD1	71198	Otud1
12471	45954	8939	FUBP3	320267	Fubp3
12472	45955	402381	SOHLH1	227631	Sohlh1
12473	45961	200035	NUDT17	78373	Nudt17
12474	45966	57666	FBRSL1	381668	Fbrsl1
12475	45968	22852	ANKRD26	232339	Ankrd26
12476	45969	144203	OVOS2	232400	BC048546
12477	45971	23165	NUP205	70699	Nup205
12478	45977	441054	C4orf47	69479	1700029J07Rik
12479	45982	387804	VSTM5	69137	Vstm5
12480	45994	10075	HUWE1	59026	Huwe1
12481	46005	345930	ECT2L	100045792	Ect2l
12482	46007	84125	LRRIQ1	74978	Lrriq1
12483	46008	283310	OTOGL	628870	Otogl
12484	46091	440073	IQSEC3	243621	Iqsec3
12485	46116	401399	PRRT4	101359	Prrt4
12486	46117	23131	GPATCH8	237943	Gpatch8
12487	46165	283638	CEP170B	217882	Cep170b
12488	46215	146850	PIK3R6	104709	Pik3r6
12489	46295	402665	IGLON5	210094	Iglon5
12490	46321	125115	KRT40	406221	Krt40
12491	46324	388419	BTBD17	72014	Btbd17
12492	46347	390327	OR6C70	258543	Olfr810
12493	46417	57600	FNIP2	329679	Fnip2
12494	46421	57463	AMIGO1	229715	Amigo1
12495	46476	140690	CTCFL	664799	Ctcfl
12496	46480	58508	KMT2C	231051	Kmt2c
12497	46535	150365	MEI1	74369	Mei1
12498	46536	440829	SHISA8	435145	AI848285
12499	46568	284611	FAM102B	329739	Fam102b
12500	46582	221981	THSD7A	330267	Thsd7a
12501	46592	84133	ZNRF3	407821	Znrf3
12502	46598	653567	TMEM236	625286	Tmem236
12503	46611	345778	MTX3	382793	Mtx3
12504	47480	646174	C16orf90	73261	1700037C18Rik
12505	47492	729991	MEF2BNB	72368	2310045N01Rik
12506	47510	254225	RNF169	108937	Rnf169
12507	47516	100507096	GIMD1	433653	Gm5549
12508	47543	53344	CHIC1	12212	Chic1
12509	47588	653319	KIAA0895L	74356	4931428F04Rik
12510	47595	441933	OR13G1	258196	Olfr309
12511	47607	389421	LIN28B	380669	Lin28b
12512	47677	494188	FBXO47	72973	Fbxo47
12513	47692	388564	TMEM238	664968	Tmem238
12514	47720	201229	LYRM9	66274	Lyrm9
12515	47752	374973	TEX38	75173	Tex38
12516	47753	388931	MFSD2B	432628	Mfsd2b
12517	47758	389257	LRRC14B	432779	Lrrc14b
12518	47789	100128071	FAM229A	68233	Fam229a
12519	47794	401466	C8orf59	69126	1810022K09Rik
12520	47795	401612	SLC25A53	67062	Slc25a53
12521	47801	100128569	C19orf71	432479	4930404N11Rik
12522	47831	152573	SHISA3	330096	Shisa3
12523	47844	100507050	TPBGL	100503386	Gm4980
12524	47900	335	APOA1	11806	Apoa1
12525	47902	641	BLM	12144	Blm
12526	47906	2099	ESR1	13982	Esr1
12527	47908	2395	FXN	14297	Fxn
12528	47914	5190	PEX6	224824	Pex6
12529	47915	5261	PHKG2	68961	Phkg2
12530	47922	2720	GLB1	12091	Glb1
12531	47925	5175	PECAM1	18613	Pecam1
12532	47927	337	APOA4	11808	Apoa4
12533	47928	344	APOC2	11813	Apoc2
12534	47932	1444	CSHL1	14599	Gh
12535	47936	2212	FCGR2A	14131	Fcgr3
12536	47944	150	ADRA2A	11551	Adra2a
12537	47947	477	ATP1A2	98660	Atp1a2
12538	47953	2977	GUCY1A2	234889	Gucy1a2
12539	47955	3560	IL2RB	16185	Il2rb
12540	47960	5331	PLCB3	18797	Plcb3
12541	47964	6168	RPL37A	19981	Rpl37a
12542	47969	51616	TAF9B	407786	Taf9b
12543	47972	49861	CLDN20	621628	Cldn20
12544	47976	5726	TAS2R38	387513	Tas2r138
12545	47977	259286	TAS2R40	387515	Tas2r144
12546	47978	150082	LCA5L	385668	Lca5l
12547	47979	79931	TNIP3	414084	Tnip3
12548	47995	164	AP1G1	11765	Ap1g1
12549	47996	266	AMELY	11704	Amelx
12550	48000	364	AQP7	11832	Aqp7
12551	48021	2323	FLT3LG	14256	Flt3l
12552	48030	319	APOF	103161	Apof
12553	48034	493	ATP2B4	381290	Atp2b4
12554	48044	1002	CDH4	12561	Cdh4
12555	48050	1288	COL4A6	94216	Col4a6
12556	48051	1346	COX7A1	12865	Cox7a1
12557	48052	1363	CPE	12876	Cpe
12558	48053	1409	CRYAA	12954	Cryaa
12559	48065	2444	FRK	14302	Frk
12560	48067	2532	DARC	13349	Darc
12561	48068	2534	FYN	14360	Fyn
12562	48071	2765	GML	625599	Gml
12563	48082	3620	IDO1	15930	Ido1
12564	48088	3563	IL3RA	16188	Il3ra
12565	48097	3903	LAIR1	52855	Lair1
12566	48101	4004	LMO1	109594	Lmo1
12567	48104	4145	MATK	17179	Matk
12568	48111	729767	CEACAM18	72431	Ceacam18
12569	48115	5089	PBX2	18515	Pbx2
12570	48120	5329	PLAUR	18793	Plaur
12571	48121	23649	POLA2	18969	Pola2
12572	48124	5506	PPP1R3A	140491	Ppp1r3a
12573	48130	5585	PKN1	320795	Pkn1
12574	48133	5603	MAPK13	26415	Mapk13
12575	48134	5610	EIF2AK2	19106	Eif2ak2
12576	48140	5756	TWF1	19230	Twf1
12577	48142	5798	PTPRN	19275	Ptprn
12578	48145	5894	RAF1	110157	Raf1
12579	48147	5980	REV3L	19714	Rev3l
12580	48153	6351	CCL4	20303	Ccl4
12581	48159	6416	MAP2K4	26398	Map2k4
12582	48162	6504	SLAMF1	27218	Slamf1
12583	48164	6624	FSCN1	14086	Fscn1
12584	48172	7290	HIRA	15260	Hira
12585	48191	100101467	ZSCAN30	328918	Zscan30
12586	48194	7783	ZP2	22787	Zp2
12587	48226	8433	UTF1	22286	Utf1
12588	48227	8438	RAD54L	19366	Rad54l
12589	48235	8604	SLC25A12	78830	Slc25a12
12590	48236	8620	NPFF	54615	Npff
12591	48241	8703	B4GALT3	57370	B4galt3
12592	48249	8832	CD84	12523	Cd84
12593	48250	8841	HDAC3	15183	Hdac3
12594	48252	8867	SYNJ1	104015	Synj1
12595	48253	8880	FUBP1	51886	Fubp1
12596	48264	1870	E2F2	242705	E2f2
12597	48270	8784	TNFRSF18	21936	Tnfrsf18
12598	48274	9450	LY86	17084	Ly86
12599	48275	9563	H6PD	100198	H6pd
12600	48276	403	ARL3	56350	Arl3
12601	48282	2191	FAP	14089	Fap
12602	48288	5210	PFKFB4	270198	Pfkfb4
12603	48301	9208	LRRFIP1	16978	Lrrfip1
12604	48302	9252	RPS6KA5	73086	Rps6ka5
12605	48304	9337	CNOT8	69125	Cnot8
12606	48322	5886	RAD23A	19358	Rad23a
12607	48324	6568	SLC17A1	20504	Slc17a1
12608	48325	7706	TRIM25	217069	Trim25
12609	48326	9636	ISG15	100038882	Isg15
12610	48335	2300	FOXL1	14241	Foxl1
12611	48337	2853	GPR31	436440	Gpr31b
12612	48343	5581	PRKCE	18754	Prkce
12613	48346	8208	CHAF1B	110749	Chaf1b
12614	48347	9214	FAIM3	69169	Faim3
12615	48350	10022	INSL5	23919	Insl5
12616	48353	950	SCARB2	12492	Scarb2
12617	48358	5790	PTPRCAP	19265	Ptprcap
12618	48364	6446	SGK1	20393	Sgk1
12619	48376	7919	DDX39B	53817	Ddx39b
12620	48381	100271849	MEF2B	17259	Mef2b
12621	48382	4225	MEP1B	17288	Mep1b
12622	48394	8909	ENDOU	19011	Endou
12623	48396	10325	RRAGB	245670	Rragb
12624	48402	10396	ATP8A1	11980	Atp8a1
12625	48406	1438	CSF2RA	12982	Csf2ra
12626	48420	6788	STK3	56274	Stk3
12627	48424	10425	ARIH2	23807	Arih2
12628	48427	10475	TRIM38	214158	Trim38
12629	48428	10494	STK25	59041	Stk25
12630	48430	10526	IPO8	320727	Ipo8
12631	48431	10563	CXCL13	55985	Cxcl13
12632	48436	10635	RAD51AP1	19362	Rad51ap1
12633	48437	8445	DYRK2	69181	Dyrk2
12634	48438	2124	EVI2B	216984	Evi2b
12635	48443	10673	TNFSF13B	24099	Tnfsf13b
12636	48448	10765	KDM5B	75605	Kdm5b
12637	48457	10857	PGRMC1	53328	Pgrmc1
12638	48460	10919	EHMT2	110147	Ehmt2
12639	48461	5681	PSKH1	244631	Pskh1
12640	48468	10964	IFI44L	15061	Ifi44l
12641	48482	6712	SPTBN2	20743	Sptbn2
12642	48483	6853	SYN1	20964	Syn1
12643	48490	11060	WWP2	66894	Wwp2
12644	48491	11067	C10orf10	213393	8430408G22Rik
12645	48495	27035	NOX1	237038	Nox1
12646	48496	11130	ZWINT	52696	Zwint
12647	48497	11149	BVES	23828	Bves
12648	48498	11152	WDR45	54636	Wdr45
12649	48509	11170	FAM107A	268709	Fam107a
12650	48510	11189	CELF3	78784	Celf3
12651	48514	11314	CD300A	217303	Cd300a
12652	48515	11326	VSIG4	278180	Vsig4
12653	48535	57819	LSM2	27756	Lsm2
12654	48572	56852	RAD18	58186	Rad18
12655	48591	5605	MAP2K2	26396	Map2k2
12656	48654	55351	STK32B	64293	Stk32b
12657	48679	51552	RAB14	68365	Rab14
12658	48692	53944	CSNK1G1	214897	Csnk1g1
12659	48696	494143	CHAC2	68044	Chac2
12660	48706	57172	CAMK1G	215303	Camk1g
12661	48742	51236	FAM203A	59053	Fam203a
12662	48772	10244	RABEPK	227746	Rabepk
12663	48773	208	AKT2	11652	Akt2
12664	48830	169355	IDO2	209176	Ido2
12665	48881	10217	CTDSPL	69274	Ctdspl
12666	48919	3615	IMPDH2	100042069	Gm15210
12667	49011	29883	CNOT7	18983	Cnot7
12668	49068	83983	TSSK6	83984	Tssk6
12669	49075	79939	SLC35E1	270066	Slc35e1
12670	49088	9380	GRHPR	76238	Grhpr
12671	49103	90956	ADCK2	57869	Adck2
12672	49134	22915	MMRN1	70945	Mmrn1
12673	49137	11325	DDX42	72047	Ddx42
12674	49141	8906	AP1G2	11766	Ap1g2
12675	49153	2157	F8	14069	F8
12676	49157	257144	GCSAM	14525	Gcsam
12677	49183	4916	NTRK3	18213	Ntrk3
12678	49188	5725	PTBP1	19205	Ptbp1
12679	49197	346673	STRA8	20899	Stra8
12680	49202	7092	TLL1	21892	Tll1
12681	49215	57491	AHRR	11624	Ahrr
12682	49222	128821	CST9L	13013	Cst9
12683	49227	54514	DDX4	13206	Ddx4
12684	49231	10637	LEFTY1	13590	Lefty1
12685	49234	2123	EVI2A	14017	Evi2a
12686	49236	83903	GSG2	14841	Gsg2
12687	49239	27022	FOXD3	15221	Foxd3
12688	49241	3166	HMX1	15371	Hmx1
12689	49242	3455	IFNAR2	15976	Ifnar2
12690	49268	8293	SERF1A	20365	Serf1
12691	49280	219749	ZNF25	22750	Zfp9
12692	49291	50856	CLEC4A	26888	Clec4a2
12693	49294	344018	FIGLA	26910	Figla
12694	49299	26256	CABYR	71132	Cabyr
12695	49301	23637	RABGAP1	227800	Rabgap1
12696	49307	23523	CABIN1	104248	Cabin1
12697	49308	23136	EPB41L3	13823	Epb4.1l3
12698	49312	26292	MYCBP	56309	Mycbp
12699	49320	23495	TNFRSF13B	57916	Tnfrsf13b
12700	49338	7771	ZNF112	57745	Zfp112
12701	49348	6854	SYN2	20965	Syn2
12702	49351	23269	MGA	29808	Mga
12703	49366	28968	SLC6A16	381884	Slc6a16
12704	49368	29113	C6orf15	69542	2300002M23Rik
12705	49375	23543	RBFOX2	93686	Rbfox2
12706	49376	23741	EID1	58521	Eid1
12707	49378	25830	SULT4A1	29859	Sult4a1
12708	49379	10783	NEK6	59126	Nek6
12709	49382	27156	RTDR1	71236	Rtdr1
12710	49386	27296	TP53TG5	73603	Trp53tg5
12711	49388	27303	RBMS3	207181	Rbms3
12712	49392	30001	ERO1L	50527	Ero1l
12713	49395	9677	PPIP5K1	327655	Ppip5k1
12714	49396	9727	RAB11FIP3	215445	Rab11fip3
12715	49400	9858	PPP1R26	241289	Ppp1r26
12716	49405	23133	PHF8	320595	Phf8
12717	49406	7840	ALMS1	236266	Alms1
12718	49408	23213	SULF1	240725	Sulf1
12719	49409	23262	PPIP5K2	227399	Ppip5k2
12720	49412	23308	ICOSLG	50723	Icosl
12721	49413	23334	SZT2	230676	Szt2
12722	49414	50649	ARHGEF4	226970	Arhgef4
12723	49416	24145	PANX1	55991	Panx1
12724	49418	25853	DCAF12	68970	Dcaf12
12725	49422	26031	OSBPL3	71720	Osbpl3
12726	49432	27148	STK36	269209	Stk36
12727	49435	50508	NOX3	224480	Nox3
12728	49449	51142	CHCHD2	433806	Gm13202
12729	49451	51406	NOL7	70078	Nol7
12730	49454	51429	SNX9	66616	Snx9
12731	49463	9465	AKAP7	432442	Akap7
12732	49467	51265	CDKL3	213084	Cdkl3
12733	49468	51266	CLEC1B	56760	Clec1b
12734	49474	51554	ACKR4	252837	Ackr4
12735	49476	64109	CRLF2	57914	Crlf2
12736	49478	4939	OAS2	246728	Oas2
12737	49480	50832	TAS2R4	57253	Tas2r108
12738	49481	4645	MYO5B	17919	Myo5b
12739	49485	51806	CALML5	80796	Calm4
12740	49486	53904	MYO3A	667663	Myo3a
12741	49487	6820	SULT2B1	54200	Sult2b1
12742	49488	54739	XAF1	327959	Xaf1
12743	49496	23743	BHMT2	64918	Bhmt2
12744	49498	54790	TET2	214133	Tet2
12745	49504	54900	LAX1	240754	Lax1
12746	49506	54916	TMEM260	218989	Tmem260
12747	49508	54933	RHBDL2	230726	Rhbdl2
12748	49509	54952	TRNAU1AP	71787	Trnau1ap
12749	49511	54959	ODAM	69592	Odam
12750	49516	157680	VPS13B	666173	Vps13b
12751	49519	55010	PARPBP	75317	Parpbp
12752	49520	55071	C9orf40	225995	D030056L22Rik
12753	49522	54682	MANSC1	67729	Mansc1
12754	49525	55166	CENPQ	83815	Cenpq
12755	49526	55721	IQCC	230767	Iqcc
12756	49527	55192	DNAJC17	69408	Dnajc17
12757	49528	55195	C14orf105	67082	1700011H14Rik
12758	49530	55215	FANCI	208836	Fanci
12759	49531	55231	CCDC87	399599	Ccdc87
12760	49533	55755	CDK5RAP2	214444	Cdk5rap2
12761	49535	55277	FGGY	75578	Fggy
12762	49537	55286	C4orf19	76261	0610040J01Rik
12763	49541	55778	ZNF839	72805	Zfp839
12764	49545	55359	STYK1	243659	Styk1
12765	49549	27202	C5AR2	319430	C5ar2
12766	49551	27087	B3GAT1	76898	B3gat1
12767	49552	4139	MARK1	226778	Mark1
12768	49559	90410	IFT20	55978	Ift20
12769	49561	56135	PCDHAC1	353236	Pcdhac1
12770	49562	56134	PCDHAC2	353237	Pcdhac2
12771	49565	56143	PCDHA5	12941	Pcdha5
12772	49567	56106	PCDHGA10	93722	Pcdhga10
12773	49571	56103	PCDHGB2	93700	Pcdhgb2
12774	49573	56100	PCDHGB6	93703	Pcdhgb6
12775	49581	54438	GFOD1	328232	Gfod1
12776	49583	54494	C11orf71	434402	Gm5617
12777	49589	7148	TNXB	81877	Tnxb
12778	49590	5562	PRKAA1	105787	Prkaa1
12779	49594	56245	C21orf62	74387	4932438H23Rik
12780	49595	56300	IL36G	215257	Il1f9
12781	49599	2874	GPS2	56310	Gps2
12782	49603	84722	PSRC1	56742	Psrc1
12783	49606	64581	CLEC7A	56644	Clec7a
12784	49610	1983	EIF5	217869	Eif5
12785	49614	56901	NDUFA4L2	407790	Ndufa4l2
12786	49618	56923	NMUR2	216749	Nmur2
12787	49621	56971	CEACAM19	319930	Ceacam19
12788	49628	57126	CD177	68891	Cd177
12789	49631	56673	C11orf16	57355	BC051019
12790	49635	57408	LRTM1	319476	Lrtm1
12791	49639	57610	RANBP10	74334	Ranbp10
12792	49641	57663	USP29	57775	Usp29
12793	49646	10901	DHRS4	28200	Dhrs4
12794	49654	6252	RTN1	104001	Rtn1
12795	49660	57823	SLAMF7	75345	Slamf7
12796	49663	58480	RHOU	69581	Rhou
12797	49666	58496	LY6G5B	266614	Ly6g5b
12798	49667	58528	RRAGD	52187	Rragd
12799	49671	114770	PGLYRP2	57757	Pglyrp2
12800	49674	2872	MKNK2	17347	Mknk2
12801	49680	59352	LGR6	329252	Lgr6
12802	49691	7552	ZNF711	245595	Zfp711
12803	49694	58191	CXCL16	66102	Cxcl16
12804	49695	63895	PIEZO2	667742	Piezo2
12805	49696	63901	FAM111A	107373	Fam111a
12806	49697	63939	FAM217B	71532	Fam217b
12807	49698	64084	CLSTN2	64085	Clstn2
12808	49703	64174	DPEP2	319446	Dpep2
12809	49706	64327	LMBR1	56873	Lmbr1
12810	49707	64409	WBSCR17	212996	Wbscr17
12811	49708	64417	C5orf28	633640	Gm7120
12812	49713	64759	TNS3	319939	Tns3
12813	49716	64838	FNDC4	64339	Fndc4
12814	49723	65124	SOWAHC	268301	Sowahc
12815	49724	65220	NADK	192185	Nadk
12816	49729	400506	KNOP1	66356	Knop1
12817	49734	347733	TUBB2B	73710	Tubb2b
12818	49741	79098	C1orf116	212439	AA986860
12819	49745	78996	C7orf49	78412	3110062M04Rik
12820	49751	199857	ALG14	66789	Alg14
12821	49753	200558	APLF	72103	Aplf
12822	49754	122258	SPACA7	78634	Spaca7
12823	49760	79172	CENPO	52504	Cenpo
12824	49770	79600	TCTN1	654470	Tctn1
12825	49772	79608	RIC3	320360	Ric3
12826	49773	79630	C1orf54	229600	BC028528
12827	49779	79713	IGFLR1	101883	Igflr1
12828	49781	79738	BBS10	71769	Bbs10
12829	49784	79781	IQCA1	74918	Iqca
12830	49791	79831	KDM8	77035	Kdm8
12831	49795	79862	ZNF669	620419	Zfp963
12832	49796	79875	THSD4	207596	Thsd4
12833	49799	192669	AGO3	214150	Ago3
12834	49801	79924	ADM2	223780	Adm2
12835	49806	79980	DSN1	66934	Dsn1
12836	49810	79998	ANKRD53	75305	Ankrd53
12837	49811	80008	TMEM156	243025	Tmem156
12838	49819	80179	MYO19	66196	Myo19
12839	49822	80304	C2orf44	238037	BC068281
12840	49825	80724	ACAD10	71985	Acad10
12841	49831	339229	OXLD1	66431	Oxld1
12842	49832	100996939	PYURF	66459	Pyurf
12843	49838	246777	SPESP1	66712	Spesp1
12844	49839	196477	CCER1	66716	Ccer1
12845	49840	79370	BCL2L14	66813	Bcl2l14
12846	49841	168090	C6orf118	66931	1700010I14Rik
12847	49842	154288	KHDC3L	66991	Khdc3
12848	49849	339804	C2orf74	67358	1700093K21Rik
12849	49850	138255	C9orf135	67483	1700028P14Rik
12850	49855	164153	UBL4B	67591	Ubl4b
12851	49856	284546	C1orf185	67646	4930522H14Rik
12852	49858	84709	MGARP	67749	Mgarp
12853	49859	203076	C8orf74	67750	4930578I06Rik
12854	49860	113130	CDCA5	67849	Cdca5
12855	49861	56157	TEX13A	67944	Tex13a
12856	49862	84365	NIFK	67949	Nifk
12857	49867	84232	MAF1	68877	Maf1
12858	49869	84530	SRRM4	68955	Srrm4
12859	49871	84692	CCDC54	69339	Ccdc54
12860	49885	170961	ANKRD24	70615	Ankrd24
12861	49887	161142	FAM71D	70897	Fam71d
12862	49895	348093	RBPMS2	71973	Rbpms2
12863	49896	84129	ACAD11	102632	Acad11
12864	49897	115650	TNFRSF13C	72049	Tnfrsf13c
12865	49898	257629	ANKS4B	72074	Anks4b
12866	49899	143282	FGFBP3	72514	Fgfbp3
12867	49900	147685	C19orf18	73090	2900092C05Rik
12868	49901	84310	C7orf50	73212	3110082I17Rik
12869	49912	23288	IQCE	74239	Iqce
12870	49913	128710	SLX4IP	74243	Slx4ip
12871	49914	150159	SLC9B1	74446	Slc9b1
12872	49916	64689	GORASP1	74498	Gorasp1
12873	49919	79741	CCDC7	75453	1700008F21Rik
12874	49920	339778	C2orf70	75434	1700001C02Rik
12875	49921	115811	IQCD	75732	Iqcd
12876	49922	317761	C14orf39	75801	4930447C04Rik
12877	49925	171425	CLYBL	69634	Clybl
12878	49927	219402	MTIF3	76366	Mtif3
12879	49928	349633	PLET1	76509	Plet1
12880	49932	391253	SPINT4	78239	Spint4
12881	49933	126353	MISP	78906	Misp
12882	49934	84654	SPZ1	79401	Spz1
12883	49940	80830	APOL6	71939	Apol6
12884	49945	114836	SLAMF6	30925	Slamf6
12885	49947	80709	AKNA	100182	Akna
12886	49959	114131	UCN3	83428	Ucn3
12887	49961	56156	TEX13B	83555	Tex13
12888	49962	56159	TEX11	83558	Tex11
12889	49970	83879	CDCA7	66953	Cdca7
12890	49972	83882	TSPAN10	208634	Tspan10
12891	49974	83893	SPATA16	70862	Spata16
12892	49975	83938	C10orf11	76633	1700112E06Rik
12893	49977	83987	CCDC8	434130	Ccdc8
12894	49978	83988	NCALD	52589	Ncald
12895	49980	84066	TEX35	73435	Tex35
12896	49982	84073	MYCBPAP	104601	Mycbpap
12897	49985	84077	C3orf20	381798	4930590J08Rik
12898	49987	84105	PCBD2	72562	Pcbd2
12899	49989	84174	SLA2	77799	Sla2
12900	49990	84179	MFSD7	243197	Mfsd7a
12901	49991	84182	FAM188B	330323	Fam188b
12902	49992	283234	CCDC88B	78317	Ccdc88b
12903	49994	84281	C2orf88	67080	1700019D03Rik
12904	49996	84332	DYDC2	71200	Dydc2
12905	50007	653275	CFC1B	12627	Cfc1
12906	50023	84960	CCDC183	77058	Cccd183
12907	50025	84987	COX14	66379	Cox14
12908	50026	85004	RERG	232441	Rerg
12909	50027	7551	ZNF3	56314	Zfp113
12910	50037	3070	HELLS	15201	Hells
12911	50039	53336	CPXCR1	382239	Cpxcr1
12912	50045	94086	HSPB9	75482	Hspb9
12913	50047	92747	BPIFB1	228801	Bpifb1
12914	50048	90226	UCN2	171530	Ucn2
12915	50171	10309	CCNO	218630	Ccno
12916	50190	5890	RAD51B	19363	Rad51b
12917	50272	81926	ABHD17A	216169	Abhd17a
12918	50340	29799	YPEL1	106369	Ypel1
12919	50342	84630	TTBK1	106763	Ttbk1
12920	50401	389840	MAP3K15	270672	Map3k15
12921	50411	93492	TPTE2	234129	Tpte
12922	50463	92797	HELB	117599	Helb
12923	50465	113177	IZUMO4	71564	Izumo4
12924	50472	115350	FCRL1	229499	Fcrl1
12925	50475	115701	ALPK2	225638	Alpk2
12926	50482	27181	SIGLEC8	233186	Siglec5
12927	50501	2889	RAPGEF1	107746	Rapgef1
12928	50532	8505	PARG	26430	Parg
12929	50569	51601	LIPT1	623661	Lipt1
12930	50574	135152	B3GAT2	280645	B3gat2
12931	50610	6677	SPAM1	74468	Hyal5
12932	50663	2019	EN1	13798	En1
12933	50671	113179	ADAT3	100113398	Adat3
12934	50835	23232	TBC1D12	209478	Tbc1d12
12935	50955	140707	BRI3BP	76809	Bri3bp
12936	50956	128408	BHLHE23	140489	Bhlhe23
12937	50959	128653	C20orf141	75656	1700020A23Rik
12938	50962	118442	GPR62	436090	Gpr62
12939	50980	29941	PKN3	263803	Pkn3
12940	51007	93624	TADA2B	231151	Tada2b
12941	51066	135935	NOBOX	18291	Nobox
12942	51067	153745	FAM71B	432552	Fam71b
12943	51110	22897	CEP164	214552	Cep164
12944	51120	338599	DUPD1	435391	Dupd1
12945	51177	284406	ZFP82	330502	Zfp82
12946	51233	203074	PRSS55	71037	Prss55
12947	51273	256979	SUN3	194974	Sun3
12948	51350	149465	WDR65	68625	Wdr65
12949	51352	206338	AQPEP	74574	4833403I15Rik
12950	51375	151636	DTX3L	209200	Dtx3l
12951	51376	168507	PKD1L1	171395	Pkd1l1
12952	51377	132243	H1FOO	171506	H1foo
12953	51378	160364	CLEC12A	232413	Clec12a
12954	51381	91937	TIMD4	276891	Timd4
12955	51384	115004	MB21D1	214763	Mb21d1
12956	51388	122945	NOXRED1	71275	Noxred1
12957	51391	90316	TGIF2LX	100039551	Tgif2lx2
12958	51393	140469	MYO3B	329421	Myo3b
12959	51395	133396	IL31RA	218624	Il31ra
12960	51396	146722	CD300LF	246746	Cd300lf
12961	51399	130540	ALS2CR12	108812	Als2cr12
12962	51403	92346	C1orf105	75368	4930558K02Rik
12963	51405	79444	BIRC7	329581	Birc7
12964	51460	25886	POC1A	70235	Poc1a
12965	51463	7579	ZSCAN20	269585	Zscan20
12966	51570	56899	ANKS1B	77531	Anks1b
12967	51633	123970	C16orf78	330820	4933402J07Rik
12968	51634	128025	WDR64	75820	Wdr64
12969	51637	132989	C4orf36	74218	1700016H13Rik
12970	51638	137835	TMEM71	213068	Tmem71
12971	51645	79415	C17orf62	217370	BC017643
12972	51648	254427	PROSER2	227545	Proser2
12973	51650	157310	PEBP4	73523	Pebp4
12974	51651	160857	CCDC122	108811	Ccdc122
12975	51655	220042	C11orf82	74041	4632434I11Rik
12976	51663	126364	LRRC25	211228	Lrrc25
